index,tag,label
367058,шоколад-с-добавками,шоколад-с-добавками
367064,chocolate-recheado,chocolate-recheado
367069,biscuit-cookie-chocolate-covering,Biscuit-cookie-chocolate-covering
367161,serac,serac
367186,grignotage-sucre,grignotage-sucre
367198,creme-mi-grasse,creme-mi-grasse
367281,limonade-avec-jus-d-orange,limonade-avec-jus-d-orange
367352,boisson-au-cafe-avec-sucre-ajoute,boisson-au-cafe-avec-sucre-ajoute
367377,pouding,pouding
367378,proteindrink,proteindrink
367401,baby-müsli-ab-dem-10-monat,baby-müsli-ab-dem-10-monat
367469,arroz-en-grano,arroz-en-grano
367474,creme-glacee-glace,creme-glacee-glace
367526,lolipop,lolipop
367533,proteina-de-soya,proteina-de-soya
367553,llanera,llanera
367661,mani-calabaza,mani-calabaza
367663,bebida-refrescante,bebida-refrescante
367668,bran-bread,Bran bread
367692,mezcla-lactea,mezcla-lactea
367732,calorias,calorias
367867,jugos-en-polvo,jugos-en-polvo
367939,pates-de-patates-douces,pates-de-patates-douces
367950,alfajores,Alfajores
367951,barra-de-frutos-secos,barra-de-frutos-secos
368015,the-mate,the-mate
368090,crema-de-brocoli,crema-de-brocoli
368092,alimentos-procesados,alimentos-procesados
368120,leche-de-vaca,Leche-de-vaca
368121,leche-semidesnatada,Leche-semidesnatada
368122,leches,Leches
368123,lacteos,Lacteos
368130,afbakbrood,afbakbrood
368179,cereal-integral,cereal-integral
368180,achocolatado-em-po,achocolatado-em-po
368185,leite-em-po,leite-em-po
368195,cha,cha
368204,preparation,preparation
368207,puffed-corn-snacks,puffed-corn-snacks
368214,5,5
368232,cookies-com-aveia-integral,cookies-com-aveia-integral
368233,cereal-matinal-de-aveia,cereal-matinal-de-aveia
368234,barra-de-cereais,barra-de-cereais
368235,leite-com-chocolate,leite-com-chocolate
368290,pao-integral-com-linhaca,pao-integral-com-linhaca
368330,castanhas,castanhas
368341,chocolate-ao-leite,chocolate-ao-leite
368352,extrato-de-malte-sabor-chocolate,extrato-de-malte-sabor-chocolate
368357,po,po
368414,riz-long-etuve,riz-long-etuve
368426,papilla-para-bebe,papilla-para-bebe
368500,cerealien-frühstück,cerealien-frühstück
368554,prodotti-dolciari-da-forno,prodotti-dolciari-da-forno
368689,chocolats-de-degustation,chocolats-de-degustation
368838,pan-di-spagna,Pan-di-spagna
368916,biscuit-snack-with-chocolate-filling,Biscuit snack with chocolate filling
368918,biscuit-cookie-covering-with-a-chocolate-bar,Biscuit-cookie-covering-with-a-chocolate-bar
368919,biscuit-cookie-with-chocolate-prepacked,Biscuit-cookie-with-chocolate-prepacked
369120,merendina,merendina
369121,prodotto-di-pasticceria,prodotto-di-pasticceria
369148,confiserie-sans-sucre,confiserie-sans-sucre
369182,miniprajituri-pe-baza-de-lapte,miniprajituri-pe-baza-de-lapte
369206,gaufrettes-chocolatees,gaufrettes-chocolatees
369318,mini-prajituri-cu-crema,mini-prajituri-cu-crema
369331,kinder-chocolat,kinder-chocolat
369769,suino,suino
369782,sughi,sughi
369783,sughi-all-arrabbiata,sughi-all-arrabbiata
369839,senza-glutine,senza-glutine
369840,neonato,neonato
369850,colomba,colomba
369857,verdure-sott-olio,verdure-sott-olio
369903,sauces-aux-asperges,sauces-aux-asperges
369913,souces-pour-pates,souces-pour-pates
370040,viandes-en-gelee,viandes-en-gelee
370081,prodotto-da-forno,prodotto-da-forno
370082,gaufrette-chocolat,gaufrette-chocolat
370104,prodotto-dolciario,prodotto-dolciario
370119,bevanda-analcolica-a-base-di-succo-di-arancia-e-limone-con-vitamine,bevanda-analcolica-a-base-di-succo-di-arancia-e-limone-con-vitamine
370163,frutta-secca,frutta-secca
370191,pasta-all-uovo,pasta-all-uovo
370219,farina-per-dolci,farina-per-dolci
370242,insalata-pronta,insalata-pronta
370293,torta-al-limone,torta-al-limone
370349,grano-cotto,grano-cotto
370372,pate-pour-lasagne-au-epinard,pate-pour-lasagne-au-epinard
370622,riz-long-pour-risotto,riz-long-pour-risotto
370630,riz-special-salades,riz-special-salades
370659,plat-individuel,plat-individuel
370688,vetro,vetro
370733,kidney-bohnen,kidney-bohnen
370734,bevanda-arancia-rossa,bevanda-arancia-rossa
370943,sucre-de-fruit,sucre-de-fruit
370995,sottiletta,sottiletta
371032,prodotti-lattiero-caseari,prodotti-lattiero-caseari
371317,primi-piatti,primi-piatti
371405,croissant-filled-with-jam,Croissant filled with jam
371416,sauce-aux-cepes,sauce-aux-cepes
371557,prodotti-da-forno,prodotti-da-forno
371623,boisson-aromatisee-sucree,boisson-aromatisee-sucree
371626,soft-drink-tea,Soft-drink-tea
371702,vegetali,vegetali
372018,bebida-a-base-de-zumo-de-fruta-y-verdura-de-concentrado-con-vitaminas,bebida-a-base-de-zumo-de-fruta-y-verdura-de-concentrado-con-vitaminas
372062,pasta-integrale,pasta-integrale
372074,merendine,merendine
372092,funghi-essiccati,funghi-essiccati
372247,huile-d-olive-bio,huile-d-olive-bio
372286,pates-a-tartiner-au-chocolat-blanc,pates-a-tartiner-au-chocolat-blanc
372367,pates-au-citron,pates-au-citron
372368,taralli,taralli
372499,conserve-vegetali,conserve-vegetali
372502,dado,dado
372555,puffed-khorasan-wheat-cakes,Puffed Khorasan wheat cakes
372561,pomodoro,pomodoro
372692,confiserie-chocolaterie,confiserie-chocolaterie
372746,tartellonis,tartellonis
372851,cantucci,Cantucci
372929,cherry-tartlets,cherry-tartlets
372997,fish-products,fish-products
373011,thunfischzubereitung,thunfischzubereitung
373024,conserve-thon-au-naturel,conserve-thon-au-naturel
373113,succo,succo
373124,colazione,colazione
373180,pralne,pralne
373198,bonbons-tendres,bonbons-tendres
373221,pains-italiens,pains-italiens
373328,sottilette,sottilette
373342,sauce-aux-truffes,sauce-aux-truffes
373375,tagliarelles,tagliarelles
373443,sottolio,sottolio
373454,basil-pesto,Basil-pesto
373682,lattiero-caseario,Lattiero-caseario
373697,sauce-tomate-bio,sauce-tomate-bio
373714,genoise-gout-cacao,genoise-gout-cacao
373762,lumaconi,lumaconi
374010,polos-de-leche-de-soja-recubiertos-con-chocolate,Polos de leche de soja recubiertos con chocolate
374118,gianduiotto,gianduiotto
374124,gianduja,gianduja
374158,prosciutto-cotto,prosciutto-cotto
374261,pasta-di-semola-di-grano-duro,pasta-di-semola-di-grano-duro
374325,crostate,crostate
374352,mehlmischung,mehlmischung
374378,pizzoccheri,Pizzoccheri
374437,pates-de-ble-entier,pates-de-ble-entier
374530,charcuteries-italiennes,charcuteries-italiennes
374548,tavoletta-di-cioccolato,tavoletta-di-cioccolato
374687,polpette,polpette
374688,preparati-a-base-di-carne,preparati-a-base-di-carne
374689,hamburger-di-pollo,hamburger-di-pollo
374757,penne-regina,penne-regina
374858,huile-d-olive-riviera-ligure,huile-d-olive-riviera-ligure
375019,pate-de-tomates,pate-de-tomates
375097,primi,primi
375107,confettura-marmellate,confettura-marmellate
375244,cephalopodes,cephalopodes
375334,blueberry-nectars,Blueberry nectars
375387,c-onfisseries-de-fruits-a-bogues,c-onfisseries-de-fruits-a-bogues
375388,marrons-glaces-entiers,marrons-glaces-entiers
375392,artichauts-a-l-huile,Artichauts-a-l-huile
375426,canned-peeled-tomatoes,Canned peeled tomatoes
375517,couscous-de-pois-chiches,couscous-de-pois-chiches
375577,almond-paste-biscuit,Almond-paste-biscuit
375615,olio-extravergine-di-oliva,olio-extravergine-di-oliva
375619,cornetti,cornetti
375629,integratori-alimentari,integratori-alimentari
375912,olio-extra-vergine-di-oliva-dop-riviera-ligure,olio-extra-vergine-di-oliva-dop-riviera-ligure
375934,rye-pasta,Rye Pasta
375950,boissons-cafeinees,boissons-cafeinees
375997,cibi-pronti,cibi-pronti
376027,sesamo-bianco,sesamo-bianco
376177,croccatelli,croccatelli
376183,pains-bruschetta,pains-bruschetta
376226,piatto-pronto,piatto-pronto
376326,babas-au-limoncello,babas-au-limoncello
376342,piade,piade
376467,compotes-poire-banane,compotes-poire-banane
376481,zuppa,zuppa
376521,frutta-a-guscio-frutta-secca-uva-sultanina,frutta-a-guscio-frutta-secca-uva-sultanina
376557,quinoa-milks,Quinoa milks
376640,cibo-famiglia,cibo-famiglia
376646,pasta-di-piselli,pasta-di-piselli
376704,mirtilli-sciroppati,mirtilli-sciroppati
376820,aceto-di-mele,aceto-di-mele
376874,chocolate-tartlets,Chocolate tartlets
376878,bibite,Bibite
376879,bibite-analcoliche,Bibite-analcoliche
376923,funghetti,funghetti
376929,yogurt-parzialmente-scremato,yogurt-parzialmente-scremato
376954,prodotti-fa-forno,prodotti-fa-forno
377113,fave-di-cacao,fave-di-cacao
377141,snack-salato-cotto-in-forno,snack-salato-cotto-in-forno
377162,grissotti,grissotti
377234,cotechino,cotechino
377282,oil,Oil
377427,salades-de-fruits-de-mer,salades-de-fruits-de-mer
377562,pomodoro-in-scatola,pomodoro-in-scatola
377688,spirales-completes,spirales-completes
377718,orangeades,orangeades
377749,tomatenpurrees,Tomatenpurrees
377796,pasta-d-acciughe,pasta-d-acciughe
377811,fagioli-borlotti,fagioli-borlotti
377848,anchovy-fillets-in-oil,Anchovy fillets in oil
377861,pasta-di-gragnano,pasta-di-gragnano
377862,107-kcal,107-kcal
378010,fleurs-de-capres,fleurs-de-capres
378016,capre,capre
378017,capres-au-sel,capres-au-sel
378109,champignons-en-proportion-variable,champignons-en-proportion-variable
378110,cepes-3,cepes-3
378111,huile-olive-extra-vierge-2-sel,huile-olive-extra-vierge-2-sel
378112,melange-de-champignons-marines-a-l-huile-de-tournesol,melange-de-champignons-marines-a-l-huile-de-tournesol
378150,instant-oatmeal,Instant-oatmeal
378158,bastoncini-di-pesce,bastoncini-di-pesce
378218,wurstel-vegetale,wurstel-vegetale
378242,bles-precuits,bles-precuits
378304,pasta-di-semola,pasta-di-semola
378330,proteine,proteine
378401,biscuits-italiens,biscuits-italiens
378444,provolones-piquants,provolones-piquants
378492,bevanda-a-base-di-latte-fermentato,bevanda-a-base-di-latte-fermentato
378546,bevanda-al-latte-fermentato,bevanda-al-latte-fermentato
378614,gnocchetti-sardi,gnocchetti-sardi
378700,pipe-rigate-completes,pipe-rigate-completes
378726,senza-olio-di-palma,senza-olio-di-palma
378765,croissant-filled-with-cream,Croissant filled with cream
378796,farfalles-aromatisees-et-colorees,farfalles-aromatisees-et-colorees
378925,shewing-gum,shewing-gum
378926,fromage-chevre-pane,fromage-chevre-pane
378973,rafraichissante,rafraichissante
378974,boisson-a-la-noix-de-coco-avec-pulpe,Boisson-a-la-noix-de-coco-avec-pulpe
379022,sirop-d-erable-en-flocons,sirop-d-erable-en-flocons
379180,galletas-de-tipo-campurrianas,galletas-de-tipo-campurrianas
379200,galletas-de-canela,galletas-de-canela
379304,bigarreaux-au-sirop,bigarreaux-au-sirop
379500,sauce-tomate-cuisinee,sauce-tomate-cuisinee
379589,salsas-de-tomate-con-albahaca,salsas-de-tomate-con-albahaca
379593,sicilian-sauces,Sicilian sauces
379601,helices-de-trigo-duro-integrales-o-semi-integrales,Hélices de trigo duro integrales o semi-integrales
379638,frozen-corn-on-the-cob,Frozen corn on the cob
379681,kit,kit
379686,kits-pour-enchiladas,kits-pour-enchiladas
379692,panadillas,panadillas
379693,tacos,tacos
379695,kit-pour-enchiladas,kit-pour-enchiladas
379711,pains-a-garnir,pains-a-garnir
379722,taco-mix,taco-mix
379866,canned-cauliflowers,Canned cauliflowers
379987,frozen-salads,Frozen salads
379988,ensaladillas,ensaladillas
380002,frozen-flat-green-beans,Frozen flat green beans
380003,frozen-chopped-flat-green-beans,Frozen chopped flat green beans
380068,patatas-panadera,patatas-panadera
380086,espinacas-con-pasas-y-pinones,espinacas-con-pasas-y-pinones
380087,espinacas-con-pasas-y-pinones-congeladas,espinacas-con-pasas-y-pinones-congeladas
380181,peach-pastes,Peach pastes
380321,pure-de-patatas,pure-de-patatas
380345,desserts-saveur-pistache,desserts-saveur-pistache
380572,coffee-soy-milks,Coffee soy milks
380619,pineapple-juice-and-soy-drinks,Pineapple-juice-and-soy-drinks
380627,peach-juice-and-soy-drinks,Peach-juice-and-soy-drinks
380765,sardines-a-l-escabeche,sardines-a-l-escabeche
380854,walnut-milks,Walnut milks
380939,toasted-egg-yolk-turron,Toasted egg yolk turrón
381133,pumpkin-jams,Pumpkin jams
381263,aceite-de-oliva-extra-suave,aceite-de-oliva-extra-suave
381268,aceite-de-pepita,aceite-de-pepita
381351,quinoa-precocinada,quinoa-precocinada
381475,fruit-turron,Fruit turrón
381558,semillas-de-girasol-con-cascara-tostadas-con-sal,semillas-de-girasol-con-cascara-tostadas-con-sal
381693,pates-vegetales-de-alcachofa,pates-vegetales-de-alcachofa
381722,marzipan-of-soto,Marzipan of Soto
381795,creamy-almond-turron,Creamy almond turrón
381813,coconut-turron,Coconut turrón
381833,guirlache-turron,Guirlache turrón
381855,masas-de-hojaldre-congeladas,masas-de-hojaldre-congeladas
382342,canned-bloody-milk-cap,Canned bloody milk cap
382356,tumacas,Tumacas
382418,sofritos,Sofritos
382436,tigernut-milks,Tigernut milks
382437,horchatas-de-chufa,Horchatas de chufa
382498,aceitunas-en-salmuera,aceitunas-en-salmuera
382506,chopped-olives,Chopped olives
382507,black-chopped-olives,Black chopped olives
382871,pimientos-del-piquillo-rellenos-de-verduras,pimientos-del-piquillo-rellenos-de-verduras
383066,cuajada,Cuajada
383134,fruits-flavoured-fat-fresh-cream-cheese,Fruits flavoured fat fresh cream cheese
383156,yogures-de-melocoton,yogures-de-melocoton
383373,khorasan-wheat-milks,Khorasan wheat milks
383458,queue-de-langouste,queue-de-langouste
383546,biscuits-a-la-cannelle,biscuits-a-la-cannelle
383547,mantecados,mantecados
383570,patisseries-fourrees-au-cacao,patisseries-fourrees-au-cacao
383700,frozen-vegetable-tempura,Frozen vegetable tempura
383706,breaded-onion-rings,Breaded onion rings
383774,peach-juices,Peach juices
383949,pimientos-secos,pimientos-secos
383950,noras-secas,noras-secas
383960,guindillas-secas,guindillas-secas
383968,peanuts-turron,Peanuts turrón
383969,creamy-peanut-turron,Creamy peanut turrón
384133,mezclas-de-cereales,mezclas-de-cereales
384142,pechuga-pavo,pechuga-pavo
384148,chracuteries-a-cuire,chracuteries-a-cuire
384207,plato-preparado-precocinado,plato-preparado-precocinado
384223,cowpeas,Cowpeas
384231,scarlet-runner-beans,Scarlet runner beans
384293,pickled-carrots,Pickled carrots
384431,pickled-eggplants,Pickled eggplants
384448,canned-paddy-straw-mushrooms,Canned paddy straw mushrooms
384474,cremas-de-calabacines-en-conserva,cremas-de-calabacines-en-conserva
384796,plant-based-ice-cream-sandwiches,Plant-based ice cream sandwiches
384817,polos-de-horchata-de-chufa,Polos de horchata de chufa
384893,fruits-of-aragon,Fruits of Aragon
384904,bomba-rices,Bomba rices
385054,uht-skimmed-milks,UHT Skimmed milks
385082,melva-en-aceite-de-oliva,melva-en-aceite-de-oliva
385096,lupin-grains,Lupin grains
385423,nougats-tendre-et-dur,nougats-tendre-et-dur
385433,dried-fig-cakes,Dried fig cakes
385519,sin-gluten,sin-gluten
385750,natural-grated-tomato,Natural grated tomato
386138,postres-de-avena,postres-de-avena
386139,postres-de-avena-naturales,postres-de-avena-naturales
386140,postres-vegetales-naturales,postres-vegetales-naturales
386153,postres-de-avena-con-cacao,postres-de-avena-con-cacao
386188,rooibos-en-bolsitas,rooibos-en-bolsitas
386514,maiz-dulce-cocido-en-mazorca,maiz-dulce-cocido-en-mazorca
386524,maiskolben-gekocht,maiskolben-gekocht
386671,crunchy-peanut-turron,Crunchy peanut turrón
386692,mais-frit,mais-frit
386693,mais-sale,mais-sale
386809,frozen-whole-green-asparagus,Frozen whole green asparagus
386880,chestnuts-in-syrup,Chestnuts in syrup
386888,spanish-sea-products,Spanish sea products
386890,caballa-de-andalucia,Caballa de Andalucia
386967,frozen-green-garlic,Frozen green garlic
387098,flautas,flautas
387145,mezclas-de-frutos-de-cascara,mezclas-de-frutos-de-cascara
387336,ails-au-vinaigre,ails-au-vinaigre
387463,plats-a-base-d-oeufs,plats-a-base-d-oeufs
387474,pizzas-carbonara,pizzas-carbonara
387494,kabuli-chickpeas,Kabuli chickpeas
387495,castellano-chickpeas,Castellano chickpeas
387555,quinoa-flours,Quinoa flours
387740,preparados-en-polvo-para-flanes,preparados-en-polvo-para-flanes
387741,preparados-para-reposteria,preparados-para-reposteria
387963,green-chopped-olives,Green chopped olives
387987,fresh-chards,Fresh chards
387998,espinacas-troceadas,espinacas-troceadas
388036,sugar-coated-pinenuts,Sugar coated pinenuts
388044,menestras-en-conserva,menestras-en-conserva
388096,frozen-chards,Frozen chards
388097,frozen-chard-leaves,Frozen chard leaves
388158,granizados-de-limon,Granizados de limón
388201,canela-beans,Canela beans
388343,lechugas-troceadas,lechugas-troceadas
388355,endives,Endives
388356,escarolas-troceadas,escarolas-troceadas
388401,frozen-baby-artichokes,Frozen baby artichokes
388481,frozen-pre-cooked-rice,Frozen pre-cooked rice
388532,llet,llet
388579,coles-en-salmuera,coles-en-salmuera
388583,mussels-in-a-shallot-and-white-wine-broth,Mussels in a shallot and white wine broth
388622,ajoblanco,Ajoblanco
388672,patatas-fritas-snacks,patatas-fritas-snacks
388924,puffed-multigrain-cakes,Puffed multigrain cakes
388930,soja-texturizada-gruesa,soja-texturizada-gruesa
388931,soja-y-derivados,soja-y-derivados
388960,especialidades-de-soja-texturizada,especialidades-de-soja-texturizada
388999,decorticated-split-red-lentils,Decorticated split red lentils
389082,harinas-de-algarroba,harinas-de-algarroba
389093,teff,Teff
389200,torta-del-casar,Torta del Casar
389252,tempeh-de-soja,tempeh-de-soja
389286,puffed-corn-cakes-with-black-chocolate,Puffed corn cakes with black chocolate
389360,canary-grass-milks,Canary grass milks
389607,barra-de-chocolate-blanco,barra-de-chocolate-blanco
389679,radishes,Radishes
389680,red-radishes,Red radishes
389737,plat-de-pates-prepare,plat-de-pates-prepare
389996,frozen-chopped-porcini-mushrooms,Frozen chopped porcini mushrooms
390140,crema-catalana,Crema catalana
390424,frozen-horchatas-de-chufa,Frozen horchatas de chufa
390427,granizados-de-horchata-de-chufa,Granizados de horchata de chufa
390683,canned-green-pigeon-peas,Canned green pigeon peas
390696,encre-de-seiche,encre-de-seiche
390863,cracottes-de-lentilles-corail,cracottes-de-lentilles-corail
390868,vegetarian-frankfurt-sausages,Vegetarian Frankfurt sausages
390885,tortelini,tortelini
391013,alfalfa-sprouts,Alfalfa sprouts
391014,fresh-alfalfa-sprouts,Fresh alfalfa sprouts
391027,fresh-vegetables-sprouts,Fresh vegetables sprouts
391028,fresh-onion-sprouts,Fresh onion sprouts
391070,red-pine-mushrooms,Red pine mushrooms
391142,frozen-pomegranates,Frozen pomegranates
391260,soubresades,soubresades
391281,masa-empanadillas,masa-empanadillas
391396,chocolate-covered-coconut-balls,Chocolate covered coconut balls
391526,frozen-chopped-chards,Frozen chopped chards
391527,masa-de-hojaldre-hojaldre,masa-de-hojaldre-hojaldre
391561,watercress,Watercress
391591,refrigerated-squeezed-apple-juices,Refrigerated squeezed apple juices
392444,pseudocereal,pseudocereal
392647,pitted-dried-apricots,Pitted dried apricots
392705,soda-gout-agrumes,soda-gout-agrumes
392734,produit-laitier-gelifie,produit-laitier-gelifie
392744,iogurte-liquido-com-frutos-tropicais,iogurte-liquido-com-frutos-tropicais
392826,alubias-con-verduras,Alubias con verduras
392853,mixed-bell-peppers,Mixed bell peppers
392933,filets-de-poulet-en-conserve,filets-de-poulet-en-conserve
392934,poulet-en-conserve,poulet-en-conserve
392947,mais-grilles,mais-grilles
393020,calamares-en-su-tinta,calamares-en-su-tinta
393021,calamars-a-l-encre,calamars-a-l-encre
393086,pan-tostado-sin-gluten,pan-tostado-sin-gluten
393260,apple-juice-and-soy-drinks,Apple-juice-and-soy-drinks
393279,onion-jams,Onion jams
393478,lentejas-con-verduras-congeladas,lentejas-con-verduras-congeladas
393505,lait-fermente,lait-fermente
393571,common-cooked-octopus,Common cooked octopus
393773,ventreches-de-thon,ventreches-de-thon
393809,panela,Panela
393810,powdered-panela,Powdered panela
393928,lasanas,lasanas
393955,puffed-corn-cakes-with-milk-chocolate,Puffed corn cakes with milk chocolate
394102,plato-preparado-para-cocinar-al-vapor,plato-preparado-para-cocinar-al-vapor
394115,ensaladilla,ensaladilla
394195,cream-pies,Cream Pies
394309,dried-dulse-seaweeds,Dried dulse seaweeds
394317,kombu-seaweeds,Kombu seaweeds
394318,dried-kombu-seaweeds,Dried kombu seaweeds
394328,dried-nori-seaweed-flakes,Dried nori seaweed flakes
394337,dried-sea-lettuce-seaweeds,Dried sea lettuce seaweeds
394349,pimientos-asados,pimientos-asados
394458,brava-sauce,Brava sauce
394500,embutidos-vegetales,embutidos-vegetales
394522,espirales-de-calabacin,espirales-de-calabacin
394530,spaghetti-squashes,Spaghetti squashes
394650,fresh-raspberries,Fresh raspberries
394659,fresh-blueberries,Fresh blueberries
394685,conservas-vegetales,conservas-vegetales
394836,gofio,Gofio
394837,gofio-de-millo,gofio-de-millo
394849,pickled-guindilla-peppers,Pickled guindilla peppers
394898,rohwurst,rohwurst
395038,harinas-de-centeno-integrales,harinas-de-centeno-integrales
395088,kales,kales
395123,alubias-moradas,Alubias moradas
395135,green-sauces,Green sauces
395136,mojo-sauces,Mojo sauces
395193,apple-pastes,Apple pastes
395236,garbanzos-con-espinacas,garbanzos-con-espinacas
395256,rosquillas,rosquillas
395315,aliment-a-base-de-poulet,aliment-a-base-de-poulet
395335,fresh-strawberries,Fresh strawberries
395457,decorticated-blonde-lentils,Decorticated blonde lentils
395545,fideua-de-trigo-duro,Fideuá de trigo duro
395654,cereales-desayuno,cereales-desayuno
396266,ventresca,ventresca
396922,almendras-garrapinadas,Almendras garrapiñadas
396976,puffed-legumes,Puffed legumes
396977,puffed-soybeans,Puffed soybeans
397156,refrigerated-squeezed-tangerine-juices,Refrigerated squeezed tangerine juices
397403,frozen-diced-zucchinis,Frozen diced zucchinis
397429,frozen-mixed-peppers,Frozen mixed peppers
397539,frozen-lima-beans,Frozen lima beans
397669,polos-de-leche-de-soja-con-chocolate,Polos de leche de soja con chocolate
397686,granizados-de-turron,Granizados de turrón
398260,galletas-tostadas,galletas-tostadas
398291,walnut-creme-turron,Walnut creme turrón
398357,galletas-tipo-maria,galletas-tipo-maria
398417,tortellini-aux-champignons,tortellini-aux-champignons
398738,coquillettes-au-beurre,coquillettes-au-beurre
398780,yaourts-saveur-coco,yaourts-saveur-coco
399080,thons-albacore-a-l-huile-d-olive,thons-albacore-a-l-huile-d-olive
399491,blanched-roasted-hazelnuts,Blanched roasted hazelnuts
399549,gazpacha-marinated-green-olives,Gazpacha marinated green olives
400054,olives-vertes-farcie-a-la-pate-d-anchois,olives-vertes-farcie-a-la-pate-d-anchois
400182,tommes-blanches,tommes-blanches
400278,paellas-au-poulet,paellas-au-poulet
400369,lechoso-chickpeas,Lechoso chickpeas
400403,plats-prepares-aux-oeufs,plats-prepares-aux-oeufs
401150,sucre-cristallise,sucre-cristallise
401341,flans-vanille,flans-vanille
401483,shortbread-cookie-with-apple,Shortbread cookie with apple
401552,tarte-aux-poireaux-surgelee,tarte-aux-poireaux-surgelee
402455,macarrones-de-trigo-duro-integrales-o-semi-integrales,Macarrones de trigo duro integrales o semi-integrales
402484,salteados-de-vegetales-asados-congelados,Salteados de vegetales asados congelados
402752,pure-de-papas,pure-de-papas
402843,landrynki,landrynki
402854,baza-pentru-mancaruri,baza-pentru-mancaruri
402899,syr-gouda,syr-gouda
402909,raw-fruit-bar,Raw-fruit-bar
403000,tavené-sýry,tavené-sýry
403037,plant-based-yoghurt,Plant-based-yoghurt
403038,polotovary,polotovary
403039,polévky,polévky
403040,kořeni,kořeni
403101,mineralni-voda,mineralni-voda
403102,napoje,napoje
403110,zmrzliny,zmrzliny
403120,nanuk,nanuk
403139,curd-cheeses,Curd-cheeses
403176,grah,grah
403177,olivabogyó,olivabogyó
403178,olivabogyó-sós-lében,olivabogyó-sós-lében
403179,meat-alternative,meat-alternative
403184,slovakian-cheeses,Slovakian cheeses
403189,natural-cheese,Natural-cheese
403190,suplement-diety,suplement-diety
403191,żel-energetyczny,żel-energetyczny
403212,nápoje-v-prášku,nápoje-v-prášku
403236,pochutiny,pochutiny
403237,slané-tyčinky,slané-tyčinky
403263,živočišné-tuky,živočišné-tuky
403264,brambůrky,brambůrky
403295,párky,párky
403296,uzeniny,uzeniny
403412,sirups,sirups
403424,tuna-steak,tuna-steak
403477,tekutá-náhrada-stravy,tekutá-náhrada-stravy
403478,drink-food,Drink-food
403546,whole-wheat-biscuits,Whole-wheat-biscuits
403634,orez-expandat,orez-expandat
403636,caramele-cu-lapte,caramele-cu-lapte
403654,filo-dough,filo-dough
403814,брынзовый-сыр,брынзовый-сыр
403815,мягкий-брынзовый-сыр,мягкий-брынзовый-сыр
403816,мягкий-брынзовый-сыр-с-массовой-долей-жира-в-пересчёте-на-сухое-вещество-45,мягкий-брынзовый-сыр-с-массовой-долей-жира-в-пересчёте-на-сухое-вещество-45
403817,мягкий-сыр,мягкий-сыр
404762,chocolate-rolls,chocolate-rolls
404794,prăjituri-cu-cremă,prăjituri-cu-cremă
404797,baton-ciocolată,baton-ciocolată
404814,gombos,gombos
404815,gombos-en-conserve,gombos-en-conserve
404821,les-pates,les-pates
404841,lokoums,Lokoums
404943,kichererbsen-in-tomatensauce,kichererbsen-in-tomatensauce
404967,weichgummibonbons,weichgummibonbons
405038,mais-sale-et-frit,mais-sale-et-frit
405048,jus-de-grenade-100-pur-jus-biologique,jus-de-grenade-100-pur-jus-biologique
405137,ecrevisses-decortiquees,ecrevisses-decortiquees
405393,zoet-beleg,zoet-beleg
405511,vegetarian-meatballs,vegetarian-meatballs
405564,royal-gala,royal-gala
405570,crackers-biscotte,crackers-biscotte
405609,amandelstaven,amandelstaven
405620,chocolade-letters,chocolade-letters
405621,sinterklaas,sinterklaas
405637,kruidkoek,kruidkoek
405859,fritessauzen,Fritessauzen
405863,fritessaus,fritessaus
405867,frites-sauzen,frites-sauzen
405875,mosterd,mosterd
405982,strooigoed,strooigoed
405997,tussendoortje,tussendoortje
406007,brotbelag,brotbelag
406016,broodstrooisels,Broodstrooisels
406017,melkchocoladevlokken,Melkchocoladevlokken
406024,chocoladehagels,chocoladehagels
406038,speculaastaaf,speculaastaaf
406039,amandelstaaf,amandelstaaf
406049,biscuits-fourres-aux-fruits,Biscuits fourrés aux fruits
406094,pepermuntjes,pepermuntjes
406106,kruidnootjes,kruidnootjes
406149,carobecreme,carobecreme
406165,cheese-biscuits,Cheese-biscuits
406222,eierkoek,eierkoek
406235,gurkins,gurkins
406280,aardbeidenjams,aardbeidenjams
406281,vruchtenjams,vruchtenjams
406310,satésaus,satésaus
406359,yoghurt-icelandic-style,Yoghurt-icelandic-style
406375,suikervrij,suikervrij
406401,koeken,koeken
406418,gevulde-koeken,gevulde-koeken
406419,koek,koek
406426,speculaasbrokken,speculaasbrokken
406429,krentenbol,krentenbol
406474,appelstropen,appelstropen
406482,kokosbrood,kokosbrood
406531,emmentals-en-tranches,emmentals-en-tranches
406564,biscuit-au-fromage,biscuit-au-fromage
406639,soupe-liquide,soupe-liquide
406679,soeppoeder,soeppoeder
406687,powder-soup,powder-soup
406811,rauwkost,rauwkost
406826,glace-pot,glace-pot
406921,thes-infusions,thes-infusions
406922,salatzutaten,salatzutaten
406948,yellow-mustards,Yellow mustards
407017,herbes,herbes
407029,margarine-allegee-demi-sel,margarine-allegee-demi-sel
407074,knr-passe-9-legume-4x105g,knr-passe-9-legume-4x105g
407141,crayfish,Crayfish
407169,creme-glacee-pot,creme-glacee-pot
407209,batonnet-sorbet,batonnet-sorbet
407300,vla,vla
407338,barra-alla-frutta-con-ripieno-di-mele,barra-alla-frutta-con-ripieno-di-mele
407670,zoete-drop,zoete-drop
