code,product_name,categories_tags,categories_en,countries_en,ingredients_text,allergens,nutriscore_grade,nova_group,main_category,energy-kcal_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
00032810,Tarte au chocolat,pies|sweet-pies|chocolate-pies,Pies|Sweet pies|Chocolate pies,France,creme fraiche|farine de ble|chocolat|pâte de cacao|sucre|émulsifiant|lécithine de soja|arôme|eau|sucre|oeuf frais entier|beurre|margarine|huiles et graisses végétales|palme|colza|eau|sel|émulsifiant|correcteur d'acidité|acide citrique|colorant|bétacarotène|copeaux de chocolat noir|sucre|masse de cacao|beurre de cacao|arôme naturel de vanille|lécithine de soja|sucre glace|fécule de pommes de terre|poudre de lait écrémé|émulsifiants|protéines de lait|agents de fermentation désactivés|dextrose|huile de colza|poudres à lever|amidon transformé de mais|épaississant|alginate de sodium|arôme|sel|fibre de ble,,d,4.0,chocolate-pies,361.0,20.0,12.0,,,38.0,24.0,1.9,5.5,0.1,0.04
00032858,Tarte aux framboises,pies|sweet-pies|tartlets|fruit-tarts|fruit-tartlets|biscuit-with-fruit-covering|raspberry-pies|raspberry-tartlets,Pies|Sweet pies|Tartlets|Fruit tarts|Fruit tartlets|Biscuit with fruit covering|Raspberry pies|Raspberry tartlets,France,framboises|farine de froment|agent de traitement de la farine|sucre|sirop de glucosefructose|eau|beurre|huile de palme|graisse de palme fractionnée|huile de colza|oeuf entier|poudre de petit lait enrichie en protéines|gélifiant|acidifia|correcteurs d'acidité|stabilisant|lactoserum en poudre|poudres à lever|sel|epaissisant,,c,4.0,raspberry-tartlets,238.0,8.6,5.1,,,35.8,21.7,3.3,2.6,0.1,0.04
00033046,British Beef Braising Steak,meats|beef,Meats|Beef,United Kingdom,beef braising steak,,a,,beef,,6.4,2.6,,,0.0,0.0,0.0,22.1,0.1778,0.07112
00035460,6 Breaded Jumbo Tiger Prawns,seafood|meals|breaded-products|refrigerated-foods|refrigerated-meals|crevettes-panees,Seafood|Meals|Breaded products|Refrigerated foods|Refrigerated meals|crevettes-panees,France|United Kingdom,crevettes tigrées|crustacés|farine de blé|contient gluten|huile de tournesol amidon de tapioca fécule de maïs huile de palme sel sucre levure déshydratée poudre à lever|bicarbonate de soude,en|en,c,3.0,crevettes-panees,252.0,13.3,2.4,,,22.5,1.2,,10.5,0.83,0.332
00036559,Joe's Diner Mac 'n Cheese,meals|microwave-meals,Meals|Microwave meals,United States,cooked elbow macaroni|water|enriched semolina|durum wheat|semolina|niacin|ferrous sulfate|thiamine mononitrate|riboflavin|folic acid|milk|cheddar cheese|pasteurized cow's milk|cheese culture|salt rennet|calcium chloride|imported gouda cheese|pasteurized cow's milk|cheese cultures|rennet|salts|carotene|color|imported swiss cheese|part skim cow's milk|cheese cultures|salt|enzymes|unbleached flour|unbleached wheat flour|niacin|reduced iron|thiamine mononitrate|riboflavin|folic acid|butter|pasteurized cream|salt|annatto|color|modified rice starch|salt|spices,en|en,b,4.0,microwave-meals,181.81818181818,7.5757575757576,4.040404040404001,0.0,0.04,21.212121212121,1.5151515151515,1.0,8.080808080808099,0.7449494949494999,0.2979797979798
00041500007007,Yellow Mustard,groceries|condiments|sauces|mustards,Groceries|Condiments|Sauces|Mustards,United States,distilled white vinegar|water|mustard seed|mustard bran|salt|turmeric|paprika,,c,3.0,mustards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.32
00043366,"Salade à la Mexicaine au Maïs doux, Poivrons, Riz et Avocat",plant-based-foods-and-beverages|plant-based-foods|meals|salads|prepared-salads|plant-based-meals|refrigerated-foods|refrigerated-meals,Plant-based foods and beverages|Plant-based foods|Meals|Salads|Prepared salads|Plant-based meals|Refrigerated foods|Refrigerated meals,France,maïs doux|poivrons rouges|riz arborio cuit|eau|riz arborio|sauce au piment et au citron vert|haricots noirs|riz rouge cuit|riz rouge|eau|avocat|quinoa cuit|graines de quinoa|eau|tomates|coriandre|sauce au piment et citron vert contient eau|huile de tournesol infusée au piment jus de citron vert|sucre|huile de tournesol|concentré de tomate|sel|cumin moulu|paprika fumé moulu|cacao en poudre|poivre noir concassé|purée d'ail,,b,3.0,refrigerated-meals,140.0,5.2,0.7,,,18.8,3.2,2.8,3.1,0.55,0.22
00051248,Winter Berries & Prosecco Hand cooked crisps,plant-based-foods-and-beverages|plant-based-foods|snacks|cereals-and-potatoes|salty-snacks|appetizers|chips-and-fries|crisps|potato-crisps|flavoured-potato-crisps,Plant-based foods and beverages|Plant-based foods|Snacks|Cereals and potatoes|Salty snacks|Appetizers|Chips and fries|Crisps|Potato crisps|Flavoured potato crisps,France|United Kingdom,pommes de terre|huile de tournesol|sucre|acidifia acide malique|acide citrique|vin prosecco sec|bicarbonate de soude|farine de riz|sel de mer|jus de framboise déshydraté|jus de cassis déshydraté|étoiles dorées comestibles|stabilisant|humectant|colorant|curcumine|arômes,,d,4.0,flavoured-potato-crisps,524.0,30.0,3.0,,,54.1,3.0,,6.8,0.7,0.28
00062145,fat free milk,dairies|milks|skimmed-milks,Dairies|Milks|Skimmed milks,United States,fat free milk|vitamin a palmitate|vitamin,,a,1.0,skimmed-milks,37.5,0.0,0.0,,,5.0,4.58,0.0,3.33,0.10099999999999999,0.0402
00065252,4 Ultimate Buttermilk pancakes,pancakes,Pancakes,France,babeurre|lait|farine de blé contient gluten|avec farine de blé|carbonate de t calcium|fer|niacine|thiamine|oeuf pasteurisé|lait entier|huile de colza|humectant|glycérol|sucre|farine de blé fermenté déshydraté|contient gluten|poudre à lever|bicarbonate de soude,en|en,b,4.0,pancakes,251.0,7.7,0.9,,,37.4,9.5,2.0,6.9,0.67,0.268
